FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
02/06/23 10:02:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
02/06/23 10:02:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
02/06/23 10:02:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
02/06/23 08:56:01                                                          |HOV 26 - DXI800 num 3                   |85321                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
02/06/23 08:56:01                                                          |HOV 26 - DXI800 num 3                   |85322                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
02/06/23 08:56:01                                                          |HOV 26 - DXI800 num 3                   |85323                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
02/06/23 09:01:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
02/06/23 09:01:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
02/06/23 09:01:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
02/06/23 09:31:00                                                          |HOV 25 - DXI800 num 1                   |64940                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 09:31:00                                                          |HOV 25 - DXI800 num 1                   |64942                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 09:31:00                                                          |HOV 25 - DXI800 num 1                   |64943                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 09:19:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
02/06/23 09:19:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
02/06/23 09:19:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
02/06/23 09:01:00                                                          |HOV 25 - DXI800 num 1                   |64940                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 09:01:00                                                          |HOV 25 - DXI800 num 1                   |64942                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 09:01:00                                                          |HOV 25 - DXI800 num 1                   |64943                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
02/06/23 08:54:00                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CAL
02/06/23 08:54:00                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CAL
02/06/23 08:54:00                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00815  |CA 125                                                                                                                                                                                                  |CAL
