FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
07/06/23 09:49:00                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11775  |Prolactina                                                                                                                                                                                              |CAL
07/06/23 09:49:00                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11775  |Prolactina                                                                                                                                                                                              |CAL
07/06/23 09:49:00                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11775  |Prolactina                                                                                                                                                                                              |CAL
07/06/23 10:05:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
07/06/23 10:05:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
07/06/23 10:05:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
08/06/23 09:52:01                                                          |HOV 26 - DXI800 num 3                   |85321                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
08/06/23 09:52:01                                                          |HOV 26 - DXI800 num 3                   |85322                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
08/06/23 09:52:01                                                          |HOV 26 - DXI800 num 3                   |85323                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
07/06/23 11:20:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
07/06/23 11:20:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
07/06/23 11:20:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00805  |Vitamina B12                                                                                                                                                                                            |CAL
