FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
05/06/23 09:24:00                                                          |HOV 26 - DXI800 num 3                   |94931                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CAL
05/06/23 09:24:00                                                          |HOV 26 - DXI800 num 3                   |94932                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CAL
05/06/23 09:24:00                                                          |HOV 26 - DXI800 num 3                   |94993                                             |CLC00817  |CA 19.9                                                                                                                                                                                                 |CAL
05/06/23 10:10:01                                                          |HOV 26 - DXI800 num 3                   |64940                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
05/06/23 10:10:01                                                          |HOV 26 - DXI800 num 3                   |64942                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
05/06/23 10:10:01                                                          |HOV 26 - DXI800 num 3                   |64943                                             |CLC00807  |Vitamina D (25 OH)                                                                                                                                                                                      |CAL
05/06/23 09:25:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00813  |Alfa-Fetoproteína                                                                                                                                                                                       |CAL
05/06/23 09:25:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00813  |Alfa-Fetoproteína                                                                                                                                                                                       |CAL
05/06/23 09:25:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00813  |Alfa-Fetoproteína                                                                                                                                                                                       |CAL
05/06/23 09:33:00                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
05/06/23 09:33:00                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
05/06/23 09:33:00                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
