FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
30/03/23 09:57:01                                                          |HOV 26 - DXI800 num 3                   |3180322T                                          |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 09:57:01                                                          |HOV 26 - DXI800 num 3                   |67671                                             |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 09:57:01                                                          |HOV 26 - DXI800 num 3                   |67672                                             |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64940                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64942                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64943                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
31/03/23 08:14:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11977  |Cortisol                                                                                                                                                                                                |CAL
31/03/23 08:14:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11977  |Cortisol                                                                                                                                                                                                |CAL
31/03/23 08:14:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11977  |Cortisol                                                                                                                                                                                                |CAL
30/03/23 06:00:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |B1803221                                          |CLC00638  |Procalcitonina                                                                                                                                                                                          |CAL
30/03/23 06:00:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |B2007222                                          |CLC00638  |Procalcitonina                                                                                                                                                                                          |CAL
30/03/23 06:00:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |B2007223                                          |CLC00638  |Procalcitonina                                                                                                                                                                                          |CAL
30/03/23 09:00:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00820  |PSA                                                                                                                                                                                                     |CAL
30/03/23 09:00:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00820  |PSA                                                                                                                                                                                                     |CAL
30/03/23 09:00:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00820  |PSA                                                                                                                                                                                                     |CAL
30/03/23 13:20:01                                                          |HOV 26 - DXI800 num 3                   |3180322T                                          |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 13:20:01                                                          |HOV 26 - DXI800 num 3                   |67671                                             |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 13:20:01                                                          |HOV 26 - DXI800 num 3                   |67672                                             |CLC02816  |Troponina I (alta sensibilidad)                                                                                                                                                                         |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64940                                             |CLC00061  |Ac anti peroxidasa tiroidea #TPO                                                                                                                                                                        |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64942                                             |CLC00061  |Ac anti peroxidasa tiroidea #TPO                                                                                                                                                                        |CAL
30/03/23 09:00:00                                                          |HOV 26 - DXI800 num 3                   |64943                                             |CLC00061  |Ac anti peroxidasa tiroidea #TPO                                                                                                                                                                        |CAL
31/03/23 08:13:01                                                          |HOV 26 - DXI800 num 3                   |64940                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
31/03/23 08:13:01                                                          |HOV 26 - DXI800 num 3                   |64942                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
31/03/23 08:13:01                                                          |HOV 26 - DXI800 num 3                   |64943                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
