FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
26/04/23 09:36:00                                                          |HOV 26 - DXI800 num 3                   |85321                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
26/04/23 09:36:00                                                          |HOV 26 - DXI800 num 3                   |85322                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
26/04/23 09:36:00                                                          |HOV 26 - DXI800 num 3                   |85323                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
26/04/23 11:20:00                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00033  |Tirotropina #TSH                                                                                                                                                                                        |CAL
26/04/23 11:20:00                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00033  |Tirotropina #TSH                                                                                                                                                                                        |CAL
26/04/23 11:20:00                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00033  |Tirotropina #TSH                                                                                                                                                                                        |CAL
26/04/23 09:34:00                                                          |HOV 26 - DXI800 num 3                   |64940                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
26/04/23 09:34:00                                                          |HOV 26 - DXI800 num 3                   |64942                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
26/04/23 09:34:00                                                          |HOV 26 - DXI800 num 3                   |64943                                             |CLC11015  |Paratirina (intacta) #PTHI                                                                                                                                                                              |CAL
25/04/23 10:00:01                                                          |HOV 25 - DXI800 num 1                   |85311                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
25/04/23 10:00:01                                                          |HOV 25 - DXI800 num 1                   |85312                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
25/04/23 10:00:01                                                          |HOV 25 - DXI800 num 1                   |85313                                             |CLC11816  |Lutropina #LH                                                                                                                                                                                           |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85311                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85312                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85313                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85321                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85322                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 09:30:00                                                          |HOV 26 - DXI800 num 3                   |85323                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
25/04/23 12:01:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85311                                             |CLC11768  |Coriogonadotropina (beta total)                                                                                                                                                                         |CAL
25/04/23 12:01:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85312                                             |CLC11768  |Coriogonadotropina (beta total)                                                                                                                                                                         |CAL
25/04/23 12:01:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85313                                             |CLC11768  |Coriogonadotropina (beta total)                                                                                                                                                                         |CAL
