FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
17/01/23 14:49:09,000000000|HOV 26 - DXI800 num 2|85323|CLC00034|Tiroxina (libre) #T4L|ACL
17/01/23 14:49:10,000000000|HOV 26 - DXI800 num 2|85323|CLC11007|Triyodotironina (libre) #T3L|CCT
17/01/23 14:49:09,000000000|HOV 26 - DXI800 num 2|85323|CLC11007|Triyodotironina (libre) #T3L|ACL
17/01/23 14:49:10,000000000|HOV 26 - DXI800 num 2|85323|CLC00805|Vitamina B12|CCT
17/01/23 14:49:09,000000000|HOV 26 - DXI800 num 2|85323|CLC00805|Vitamina B12|ACL
27/12/22 10:15:00,000000000|HOV 25 - DXI800 num 1|85271|CLC11846|Progesterona|CAL
27/12/22 10:15:00,000000000|HOV 25 - DXI800 num 1|85272|CLC11846|Progesterona|CAL
27/12/22 10:15:00,000000000|HOV 25 - DXI800 num 1|85273|CLC11846|Progesterona|CAL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00811|Ácido fólico|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00811|Ácido fólico|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC00811|Ácido fólico|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00813|Alfa-Fetoproteína|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00813|Alfa-Fetoproteína|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC00813|Alfa-Fetoproteína|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00814|Antígeno carcinoembrionario #CEA|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC00814|Antígeno carcinoembrionario #CEA|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC00814|Antígeno carcinoembrionario #CEA|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11768|Coriogonadotropina (beta total)|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11768|Coriogonadotropina (beta total)|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC11768|Coriogonadotropina (beta total)|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11977|Cortisol|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11977|Cortisol|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC11977|Cortisol|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC12055|Deshidroepiandrosterona, sulfato|CCT
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC12055|Deshidroepiandrosterona, sulfato|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11837|Estradiol|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11837|Estradiol|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC11837|Estradiol|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11797|Folitropina #FSH|CCT
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11797|Folitropina #FSH|TVC
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC11797|Folitropina #FSH|ACL
15/01/23 11:23:32,000000000|HOV 25 - DXI800 num 1|85321|CLC11875|Globulina fijadora de hormonas sexuales|CCT
15/01/23 11:23:31,000000000|HOV 25 - DXI800 num 1|85321|CLC11875|Globulina fijadora de hormonas sexuales|ACL
