FECHA|ANALIZADOR|LOTE|CODIGO_PRUEBA|NOMBRE_PRUEBA|EVENTO
04/05/23 09:57:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
04/05/23 09:57:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
04/05/23 09:57:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11797  |Folitropina #FSH                                                                                                                                                                                        |CAL
04/05/23 08:00:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
04/05/23 08:00:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
04/05/23 08:00:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC11854  |Testosterona                                                                                                                                                                                            |CAL
04/05/23 08:00:00                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
04/05/23 08:00:00                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
05/05/23 10:36:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85321                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
05/05/23 10:36:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85322                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
05/05/23 10:36:00                                                          |HOV 27 - DXI800 num 2 (externo cadena)  |85323                                             |CLC00034  |Tiroxina (libre) #T4L                                                                                                                                                                                   |CAL
05/05/23 09:56:01                                                          |HOV 25 - DXI800 num 1                   |85321                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
05/05/23 09:56:01                                                          |HOV 25 - DXI800 num 1                   |85322                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
05/05/23 09:56:01                                                          |HOV 25 - DXI800 num 1                   |85323                                             |CLC00811  |Ácido fólico                                                                                                                                                                                            |CAL
05/05/23 10:11:01                                                          |HOV 25 - DXI800 num 1                   |64940                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
05/05/23 10:11:01                                                          |HOV 25 - DXI800 num 1                   |64942                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
05/05/23 10:11:01                                                          |HOV 25 - DXI800 num 1                   |64943                                             |CLC00415  |Ac anti tiroglobulina                                                                                                                                                                                   |CAL
04/05/23 07:53:01                                                          |HOV 26 - DXI800 num 3                   |85321                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
04/05/23 07:53:01                                                          |HOV 26 - DXI800 num 3                   |85322                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
04/05/23 07:53:01                                                          |HOV 26 - DXI800 num 3                   |85323                                             |CLC11007  |Triyodotironina (libre) #T3L                                                                                                                                                                            |CAL
